Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
HAMPTON COURT NURSING AND REHABILITATION CENTER,105715,16100 NW 2ND AVENUE,NORTH MIAMI BEACH,Miami-Dade,28,0,12,0,97,26,0,0,25.92297,-80.204124
FERNANDINA BEACH REHABILITATION AND NURSING CENTER,105470,1625 LIME STREET,FERNANDINA BEACH,Nassau,51,20,24,5,87,29,25,0,30.654382000000002,-81.449929
MAJESTIC OAKS,105374,901 VETERAN'S MEMORIAL PARKWAY,ORANGE CITY,Volusia,1,4,23,1,117,13,1,0,28.939347,-81.280716
SABAL PALMS HEALTH & REHABILITATION,105694,499 ALTERNATE KEENE RD NE,LARGO,Pinellas,5,28,65,0,216,21,86,0,27.923235,-82.768081
LAKE PLACID HEALTH AND REHABILITATION CENTER,105455,125 TOMOKA BLVD S,LAKE PLACID,Highlands,9,4,17,1,141,28,0,0,27.320079,-81.37127
BAYSIDE HEALTH AND REHABILITATION CENTER,105267,4343 LANGLEY AVENUE,PENSACOLA,Escambia,50,12,15,15,114,17,0,0,30.482465,-87.168119
MAYFLOWER HEALTHCARE CENTER,105720,1620 MAYFLOWER COURT,WINTER PARK,Orange,4,1,3,0,44,13,4,0,28.604564000000003,-81.32112
EDGEWATER AT WATERMAN VILLAGE,105796,300 BROOKFIELD AVE,MOUNT DORA,Lake,1,0,6,0,71,16,0,0,28.822962,-81.647136
BELLEAIR HEALTH CARE CENTER,105636,1150 PONCE DE LEON BLVD,CLEARWATER,Pinellas,0,0,0,0,111,4,0,0,27.935176,-82.798744
HEALTHCARE AND REHAB OF SANFORD,105539,950 MELLONVILLE AVE,SANFORD,Seminole,32,0,41,6,89,59,5,0,28.803836,-81.255437
CLEWISTON NURSING & REHABILITATION,105462,301 SOUTH GLORIA ST,CLEWISTON,Hendry,7,1,24,13,115,8,5,0,26.751697,-80.942255
"CRESTVIEW REHABILITATION CENTER, LLC",105190,1849 FIRST AVENUE EAST,CRESTVIEW,Okaloosa,60,0,16,1,128,45,8,0,30.765648999999996,-86.552739
PORT CHARLOTTE REHABILITATION CENTER,105524,25325 RAMPART BLVD,PORT CHARLOTTE,Charlotte,8,1,10,5,128,35,0,0,27.00261,-82.030543
"TERRACE OF ST CLOUD, THE",105528,3855 OLD CANOE CREEK ROAD,SAINT CLOUD,Osceola,52,4,16,11,107,31,1,0,28.233947000000004,-81.317686
SOLARIS HEALTHCARE PENSACOLA,105561,8475 UNIVERSITY PARKWAY,PENSACOLA,Escambia,20,2,15,5,167,44,7,0,30.517726,-87.22074500000001
"WATERFORD, THE",105404,601 UNIVERSE BLVD,JUNO BEACH,Palm Beach,28,0,23,8,45,30,3,1,26.857918,-80.058092
SOLARIS HEALTHCARE PLANT CITY,105515,701 N WILDER RD,PLANT CITY,Hillsborough,30,6,12,4,171,28,3,0,28.030658,-82.096837
ABBIEJEAN RUSSELL CARE CENTER LLC,105804,700 S 29TH STREET,FORT PIERCE,St. Lucie,21,0,13,3,54,25,0,0,27.44128,-80.354012
EAGLE LAKE NURSING AND REHAB CARE CENTER,105292,1100 66TH ST N,SAINT PETERSBURG,Pinellas,27,7,26,26,37,15,6,2,27.782283,-82.728494
CORAL TRACE HEALTH CARE,105588,216 SANTA BARBARA BLVD,CAPE CORAL,Lee,8,1,22,1,101,16,1,0,26.647143,-81.974318
SOLARIS HEALTHCARE BAYONET POINT,105544,7210 BEACON WOODS DR,HUDSON,Pasco,2,3,4,0,156,20,26,0,28.338302,-82.69554
ENGLEWOOD HEALTHCARE AND REHAB,105452,1111 DRURY LN,ENGLEWOOD,Sarasota,4,0,21,0,113,1,0,0,26.94116,-82.325012
"NURSING CENTER AT FREEDOM VILLAGE, THE",105655,6410 21ST AVE W,BRADENTON,Manatee,7,19,39,3,80,24,1,0,27.481868,-82.62460600000001
"FORT WALTON REHABILITATION CENTER, LLC",105295,1 LBJ SR DRIVE,FORT WALTON BEACH,Okaloosa,15,1,8,2,92,32,4,0,30.462342,-86.635692
CRYSTAL RIVER HEALTH AND REHABILITATION CENTER,105317,136 NORTHEAST 12TH AVENUE,CRYSTAL RIVER,Citrus,18,4,34,0,132,27,31,0,28.896158000000003,-82.571949
OAKHURST CENTER,105465,1501 SE 24TH RD,OCALA,Marion,35,5,20,0,108,15,2,0,29.160965000000004,-82.118211
SOLARIS HEALTHCARE MERRITT ISLAND,105701,500 CROCKETT BLVD,MERRITT ISLAND,Brevard,18,3,35,0,161,33,10,0,28.388772,-80.70885700000001
DELANEY PARK HEALTH AND REHABILITATION CENTER,105791,215 ANNIE STREET,ORLANDO,Orange,9,26,4,1,68,26,7,1,28.529643,-81.374412
VALENCIA HILLS HEALTH AND REHABILITATION CENTER,105301,1350 SLEEPY HILL RD,LAKELAND,Polk,75,3,64,27,183,31,81,0,28.09514,-81.978528
MANORCARE NURSING AND REHABILITATION CENTER,105421,3601 LAKEWOOD BLVD,NAPLES,Collier,21,63,7,3,60,18,3,0,26.11641,-81.754299
FORT MYERS REHABILITATION AND NURSING CENTER,105427,7173 CYPRESS DRIVE SW,FORT MYERS,Lee,28,0,17,8,118,21,1,0,26.569036,-81.874463
VILLA MARIA NURSING CENTER,105232,1050 NE 125TH STREET,NORTH MIAMI,Miami-Dade,36,7,5,3,176,33,9,0,25.890629,-80.177493
PLANTATION NURSING & REHABILITATION CENTER,105175,4250 NW 5TH ST,PLANTATION,Broward,2,0,0,0,80,27,0,0,26.12828,-80.205648
TERRACES OF LAKE WORTH CARE CENTER,105125,1711 6TH AVENUE SOUTH,LAKE WORTH,Palm Beach,10,0,11,4,70,27,5,0,26.608792,-80.065605
SOLARIS HEALTHCARE IMPERIAL,105738,900 IMPERIAL GOLF COURSE BLVD,NAPLES,Collier,51,5,23,9,80,47,13,0,26.289178,-81.80023800000001
NSPIRE HEALTHCARE KENDALL,105641,9400 SW 137TH AVENUE,KENDALL,Miami-Dade,50,6,24,9,111,56,10,0,0,0
REGENTS PARK OF SUNRISE,105679,9711 W OAKLAND PARK BLVD,SUNRISE,Broward,28,77,1,0,103,55,4,0,26.168868,-80.280559
PALM GARDEN OF ORLANDO,105577,654 N ECONLOCKHATCHEE TRAIL,ORLANDO,Orange,32,8,7,3,100,25,0,0,28.553054,-81.252761
SOLARIS HEALTHCARE PALATKA,105652,110 KAY LARKIN DR,PALATKA,Putnam,9,6,13,0,173,43,3,0,29.649194,-81.691785
UNIVERSITY HILLS HEALTH AND REHABILITATION,105445,10040 HILLVIEW ROAD,PENSACOLA,Escambia,16,11,6,1,115,21,22,0,30.540282000000005,-87.217787
ROYAL OAK NURSING CENTER,105385,37300 ROYAL OAK LANE,DADE CITY,Pasco,19,4,23,7,88,25,2,0,28.352523000000005,-82.199787
EAST BAY REHABILITATION CENTER,105697,4470 E BAY DR,CLEARWATER,Pinellas,6,0,0,0,112,17,0,0,27.916488000000005,-82.740891
NSPIRE HEALTHCARE MIAMI LAKES,105709,5725 NW 186 STREET,HIALEAH,Miami-Dade,,,,,,,,,25.942407,-80.294986
RIVIERA PALMS REHABILITATION CENTER,105603,926 HABEN BLVD,PALMETTO,Manatee,3,0,22,0,76,2,2,0,27.519828,-82.552465
"AVANTE AT LEESBURG, INC",105304,2000 EDGEWOOD AVE,LEESBURG,Lake,51,8,5,5,95,41,0,1,28.806668000000002,-81.895009
CYPRESS CARE CENTER,105649,490 S OLD WIRE RD,WILDWOOD,Sumter,40,1,42,4,155,54,11,0,28.855375999999996,-82.037114
SINAI PLAZA NURSING & REHAB CENTER,105711,201 NE 112TH STREET,MIAMI,Miami-Dade,2,0,23,1,127,34,0,0,25.878028,-80.193382
EMERALD COAST CENTER,105265,114 THIRD STREET SE,FORT WALTON BEACH,Okaloosa,31,48,10,10,87,48,39,1,30.40865,-86.60602
PALM GARDEN OF PORT SAINT LUCIE,105600,1751 SE HILLMOOR DRIVE,PORT SAINT LUCIE,St. Lucie,25,1,18,4,81,35,5,0,27.285799,-80.294212
ROSEWOOD HEALTH AND REHABILITATION CENTER,105480,3920 ROSEWOOD WAY,ORLANDO,Orange,30,1,15,5,94,25,0,0,28.607678,-81.427359
LIFE CARE CENTER OF HILLIARD,105756,3756 W THIRD ST,HILLIARD,Nassau,55,9,1,1,87,51,0,0,30.692480000000003,-81.917732
BRIDGEVIEW CENTER,105402,350 S RIDGEWOOD AVENUE,ORMOND BEACH,Volusia,7,0,20,0,84,14,5,0,29.275704,-81.054532
ABBEY DELRAY,105335,2105 SW 11TH COURT,DELRAY BEACH,Palm Beach,8,0,2,0,93,25,0,0,26.443864,-80.094409
NORTH FLORIDA REHABILITATION AND SPECIALTY CARE,105460,6700 NW 10TH PLACE,GAINESVILLE,Alachua,65,24,32,16,90,38,12,0,29.661501,-82.413587
"AVANTE AT BOCA RATON, INC.",105521,1130 NW 15TH STREET,BOCA RATON,Palm Beach,47,2,7,4,104,39,6,0,26.363383,-80.10933
SOLARIS HEALTHCARE OSCEOLA,105734,4201 W NEW NOLTE ROAD,SAINT CLOUD,Osceola,58,18,13,6,102,41,41,0,28.228482,-81.315216
JOHN KNOX VILLAGE OF POMPANO BEACH,105255,700 SW 4TH STREET,POMPANO BEACH,Broward,2,3,50,0,148,19,2,0,26.235258,-80.11647600000002
OCALA OAKS REHABILITATION CENTER,105724,3930 E SILVER SPRINGS BLVD,OCALA,Marion,48,15,18,8,92,47,20,0,29.200793,-82.081192
FOURAKER HILLS REHAB AND NURSING CENTER,105707,1650 FOURAKER RD,JACKSONVILLE,Duval,61,28,15,5,79,34,4,0,30.291211000000004,-81.781355
STUART REHABILITATION AND HEALTHCARE,105277,1500 SE PALM BEACH RD,STUART,Martin,7,0,20,2,65,16,4,0,27.185729,-80.236636
"CROSSROADS, THE",105777,206 W ORANGE ST,DAVENPORT,Polk,27,0,16,6,32,18,3,0,28.160421,-81.603727
SURREY PLACE CARE CENTER,105597,110 SE LEE AVE,LIVE OAK,Suwannee,39,20,27,24,46,22,25,0,30.290807000000004,-82.97076400000002
SUN TERRACE HEALTH CARE CENTER,105319,105 TRINITY LAKES DR,SUN CITY CENTER,Hillsborough,28,3,12,3,96,30,23,0,27.712096,-82.355711
VISTA MANOR,105530,1550 JESS PARRISH CT,TITUSVILLE,Brevard,3,0,0,0,92,4,1,0,28.627455,-80.820099
BISHOPS GLEN RETIREMENT CENTER,105526,900 LPGA BLVD,HOLLY HILL,Volusia,22,0,0,0,36,14,0,0,29.240183,-81.055111
DEERFIELD BEACH HEALTH AND REHABILITATION CENTER,105622,401 EAST SAMPLE ROAD,POMPANO BEACH,Broward,42,60,6,2,170,63,5,0,26.275179,-80.117769
GROVES CENTER,105269,512 S 11TH ST,LAKE WALES,Polk,44,19,14,4,98,32,0,1,27.892664,-81.564654
OAK MANOR HEALTHCARE & REHABILITATION CENTER,105248,3500 OAK MANOR LANE,LARGO,Pinellas,53,66,9,3,103,34,50,0,27.895525,-82.82316300000001
"AVANTE AT ORMOND BEACH, INC",105310,170 N KINGS ROAD,ORMOND BEACH,Volusia,61,5,18,8,91,62,6,0,29.282433,-81.082293
OAKTREE HEALTHCARE,105665,650 REED CANAL RD,SOUTH DAYTONA,Volusia,23,0,10,4,43,23,3,0,29.158530000000003,-81.003447
TAMARAC REHABILITATION AND HEALTH CENTER,105360,7901 NW 88TH AVENUE,TAMARAC,Broward,48,5,12,8,53,37,5,1,26.219807,-80.273942
ABBEY REHABILITATION AND NURSING CENTER,105749,7101 DR MARTIN LUTHER KING JR ST N,SAINT PETERSBURG,Pinellas,83,6,14,3,113,67,19,0,27.836418,-82.646879
PARKLANDS CARE CENTER,105638,1000 SW 16TH AVE,GAINESVILLE,Alachua,44,5,20,7,114,25,0,0,29.636562,-82.33602
TARPON BAYOU CENTER,105280,515 CHESAPEAKE DR,TARPON SPRINGS,Pinellas,2,34,2,0,95,44,41,0,28.151942,-82.767476
MOULTRIE CREEK NURSING AND REHAB CENTER,105548,200 MARINER HEALTH WAY,SAINT AUGUSTINE,St. Johns,29,0,13,5,99,19,0,0,29.810360000000003,-81.324965
SIGNATURE HEALTHCARE OF PALM BEACH,105466,4405 LAKEWOOD ROAD,LAKE WORTH,Palm Beach,56,16,22,16,90,47,5,0,26.622065,-80.111839
AVANTE AT MELBOURNE INC,105671,1420 SOUTH OAK STREET,MELBOURNE,Brevard,,,,,,,,,28.086162,-80.615243
WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,105489,23305 BLUE WATER CIRCLE,BOCA RATON,Palm Beach,3,0,9,0,57,12,0,0,26.329688,-80.153056
VILLAGE ON THE ISLE,105472,910 TAMIAMI TRAIL SOUTH,VENICE,Sarasota,0,0,2,0,49,5,0,0,27.084266,-82.437811
CROSS SHORES CARE CENTER,105435,220 NINTH STREET,PORT SAINT JOE,Gulf,20,2,2,0,61,14,8,0,29.807929,-85.299802
ABBEY DELRAY SOUTH,105411,1717 HOMEWOOD BLVD,DELRAY BEACH,Palm Beach,13,0,14,2,68,16,6,0,26.438773,-80.101542
ROYAL OAKS NURSING AND REHAB CENTER,105793,2225 KNOX MCRAE DR,TITUSVILLE,Brevard,8,0,5,0,99,11,0,0,28.572056,-80.827906
MEMORIAL MANOR,105668,777 SOUTH DOUGLAS ROAD,PEMBROKE PINES,Broward,2,0,5,0,94,19,0,0,26.003892,-80.263569
CROSS TERRACE REHABILITATION CENTER,105350,1351 SAN CHRISTOPHER DR,DUNEDIN,Pinellas,12,0,0,0,71,9,0,0,28.02318,-82.769913
JUPITER REHABILITATION AND HEALTHCARE CENTER,105555,17781 THELMA AVE,JUPITER,Palm Beach,103,9,47,15,97,72,41,0,26.938366,-80.126118
LIFE CARE CENTER OF MELBOURNE,105291,606 E SHERIDAN RD,MELBOURNE,Brevard,49,1,12,12,88,49,3,0,28.088847,-80.611497
JACKSONVILLE NURSING AND REHAB CENTER,105710,4134 DUNN AVENUE,JACKSONVILLE,Duval,91,0,20,14,98,71,0,0,30.438447,-81.71454200000001
WILLOWBROOKE COURT AT INDIAN RIVER ESTATES,105593,2440 CITRUS BLOSSOM CIR,VERO BEACH,Indian River,2,0,20,0,90,14,0,0,27.645709,-80.488981
"OAKS OF CLEARWATER, THE",105323,420 BAY AVE,CLEARWATER,Pinellas,46,0,40,8,41,18,0,0,27.961499,-82.802504
COURTENAY SPRINGS VILLAGE,105463,1100 SOUTH COURTENAY PARKWAY,MERRITT ISLAND,Brevard,17,0,0,0,62,12,0,0,28.337458,-80.68892500000001
ADVENTHEALTH CARE CENTER ORLANDO EAST,105783,250 SOUTH CHICKASAW TRAIL,ORLANDO,Orange,38,0,27,1,107,71,29,0,28.546757,-81.277631
BAYVIEW CENTER,105324,301 S BAY ST,EUSTIS,Lake,21,15,8,4,78,20,37,0,28.849975,-81.68561
GRAND BOULEVARD HEALTH AND REHABILITATION CENTER,105601,138 SANDESTIN LANE,MIRAMAR BEACH,Walton,2,0,24,1,65,9,0,0,30.379466,-86.309767
HARBOUR HEALTH CENTER,105538,23013 WESTCHESTER BLVD,PORT CHARLOTTE,Charlotte,13,4,6,0,80,25,4,0,26.971792,-82.07191700000001
BOCA RATON REHABILITATION CENTER,105219,755 MEADOWS ROAD,BOCA RATON,Palm Beach,64,6,8,5,95,41,2,0,26.360912000000003,-80.101295
UNIVERSITY EAST REHABILITATION CENTER,105262,991 E NEW YORK AVE,DELAND,Volusia,,,,,,,,,29.028204,-81.2841
BAYSHORE POINTE NURSING AND REHAB CENTER,105650,3117 W GANDY BLVD,TAMPA,Hillsborough,11,0,15,4,88,26,0,0,27.893684,-82.495609
PALM GARDEN OF TAMPA,105591,3612 E 138TH AVE,TAMPA,Hillsborough,25,16,29,8,115,47,24,0,28.072929,-82.418944
RIVER VALLEY REHABILITATION CENTER,105473,17884 NE CROZIER ST,BLOUNTSTOWN,Calhoun,2,1,26,0,135,17,3,0,30.45805,-85.051135
VICAR'S LANDING NURSING HOME,105630,1003 YORK ROAD,PONTE VEDRA BEACH,St. Johns,0,1,39,0,36,6,2,0,30.204934000000005,-81.38817900000001
EMERALD HEALTH CARE CENTER,105579,1655 SE WALTON ROAD,PORT SAINT LUCIE,St. Lucie,,,,,,,,,27.29903,-80.298527
TIERRA PINES CENTER,105398,7380 ULMERTON RD,LARGO,Pinellas,22,15,15,5,86,25,24,0,27.894067,-82.740223
SUWANNEE HEALTH AND REHABILITATION CENTER,105613,1620 HELVENSTON ST SE,LIVE OAK,Suwannee,86,35,34,18,132,89,47,0,30.286476,-82.964345
CONSULATE HEALTH CARE OF VERO BEACH,105474,1310 37TH ST,VERO BEACH,Indian River,59,29,11,7,123,35,30,0,27.660261,-80.398779
CONSULATE HEALTH CARE OF NEW PORT RICHEY,105459,8417 OLD COUNTY RD 54,NEW PORT RICHEY,Pasco,1,0,51,0,115,46,7,0,28.217067,-82.6752
HIGHLAND PINES REHABILITATION CENTER,105690,1111 S HIGHLAND AVE,CLEARWATER,Pinellas,91,29,12,9,80,35,30,0,27.953795,-82.775191
CONSULATE HEALTH CARE OF SAFETY HARBOR,105549,1410 DR MARTIN LUTHER KING JR ST N,SAFETY HARBOR,Pinellas,29,19,26,6,117,32,1,0,0,0
CONSULATE HEALTH CARE OF LAKELAND,105482,5245 N SOCRUM LOOP RD,LAKELAND,Polk,,,,,,,,,28.109594,-81.94714
GOVERNORS CREEK HEALTH AND REHABILITATION,105663,803 OAK ST,GREEN COVE SPRINGS,Clay,1,0,0,0,92,4,0,0,29.987886,-81.684061
TALLAHASSEE MEMORIAL HOSPITAL EXTENDED CARE,105158,1609 MEDICAL DR,TALLAHASSEE,Leon,7,3,3,3,38,24,6,0,30.459836000000003,-84.259915
PARKVIEW REHABILITATION CENTER AT WINTER PARK,105307,2075 LOCH LOMOND DRIVE,WINTER PARK,Orange,9,0,23,2,84,18,1,0,28.596477,-81.324137
ISLAND LAKE CENTER,105643,155 LANDOVER PLACE,LONGWOOD,Seminole,9,0,2,1,92,15,9,0,28.696012000000003,-81.365029
"CARE CENTER AT PINELLAS PARK, THE",105422,8701 49TH ST N,PINELLAS PARK,Pinellas,35,2,3,3,111,27,5,0,27.850957,-82.700048
DARCY HALL OF LIFE CARE,105516,2170 PALM BEACH LAKES BLVD,WEST PALM BEACH,Palm Beach,137,31,36,19,124,76,2,0,26.712057,-80.095361
ADVENTHEALTH CARE CENTER ZEPHYRHILLS SOUTH,105658,38250 A AVE,ZEPHYRHILLS,Pasco,43,8,16,7,77,25,12,0,28.228816,-82.183148
MARION AND BERNARD L SAMSON NURSING CENTER,105504,255 59TH ST N,SAINT PETERSBURG,Pinellas,38,3,20,4,130,85,2,0,27.773712,-82.714211
AVALON HEALTHCARE CENTER,105346,1270 SW MAIN BLVD,LAKE CITY,Columbia,57,0,33,5,73,32,4,0,30.172330000000002,-82.640285
ISLAND HEALTH AND REHABILITATION CENTER,105325,125 ALMA BLVD,MERRITT ISLAND,Brevard,41,11,14,2,87,48,0,0,28.38339,-80.705441
DAYTONA BEACH HEALTH AND REHABILITATION CENTER,105311,1055 3RD STREET,DAYTONA BEACH,Volusia,33,23,27,6,132,22,11,0,29.223697,-81.052014
"HOME ASSOCIATION, THE",105725,1203 E 22ND AVE,TAMPA,Hillsborough,26,0,6,4,66,29,12,0,27.971176,-82.447048
REGENTS PARK AT AVENTURA,105596,18905 NE 25TH AVE,AVENTURA,Miami-Dade,41,3,18,5,157,80,0,0,25.950302,-80.150871
"AVANTE AT MT DORA, INC",105333,3050 BROWN AVE,MOUNT DORA,Lake,74,36,36,22,93,48,9,0,28.809778,-81.675846
GLEN OAKS HEALTH AND REHABILITATION CENTER,105634,1100 N PINE ST,CLEARWATER,Pinellas,15,20,7,1,67,22,9,0,27.958374,-82.791151
SIGNATURE HEALTHCARE OF ORANGE PARK,105381,2029 PROFESSIONAL CENTER DR,ORANGE PARK,Clay,55,29,6,6,90,46,22,0,30.166996000000005,-81.739949
FLAGLER HEALTH AND REHABILITATION CENTER,105547,300 DR CARTER BOULEVARD,BUNNELL,Flagler,1,9,4,0,81,7,3,0,29.469411000000004,-81.250293
SPRING LAKE REHABILITATION CENTER,105730,1540 6TH ST NW,WINTER HAVEN,Polk,,,,,,,,,28.037302,-81.733073
ORCHARD RIDGE,105438,4927 VOORHEES RD,NEW PORT RICHEY,Pasco,35,45,35,6,94,23,33,0,28.230756,-82.703044
WOOD LAKE HEALTH AND REHABILITATION CENTER,105611,6414 13TH RD S,GREEN ACRES,Palm Beach,24,2,22,7,97,25,4,1,26.658039,-80.144132
LIFE CARE CENTER OF WINTER HAVEN,105792,1510 CYPRESS GARDENS BLVD,WINTER HAVEN,Polk,27,7,25,5,129,16,12,0,28.004976,-81.705325
PALM GARDEN OF SUN CITY,105736,3850 UPPER CREEK DR,SUN CITY CENTER,Hillsborough,41,0,0,0,99,40,31,0,27.717036,-82.37137
NORTH CAMPUS REHABILITATION AND NURSING CENTER,105621,700 N PALMETTO ST,LEESBURG,Lake,4,1,10,0,79,11,2,0,28.818239,-81.875091
NORTH PORT REHABILITATION AND NURSING CENTER,105523,6940 OUTREACH WAY,NORTH PORT,Sarasota,51,0,20,6,54,40,9,0,27.051183,-82.240727
OCOEE HEALTH CARE CENTER,105706,1556 MAGUIRE RD,OCOEE,Orange,67,36,22,10,79,81,31,0,28.549228,-81.542038
NORTH BEACH REHABILITATION CENTER,105217,2201 NE 170TH STREET,NORTH MIAMI BEACH,Miami-Dade,25,1,32,7,84,36,3,0,25.932574,-80.155739
WILLISTON CARE CENTER,105467,300 NW 1ST AVE,WILLISTON,Levy,3,0,15,1,110,10,5,0,29.387824000000002,-82.450955
AYERS HEALTH AND REHABILITATION CENTER,105401,606 NE 7TH ST,TRENTON,Gilchrist,60,41,30,10,79,34,134,0,29.617609,-82.810843
CHIPOLA HEALTH AND REHABILITATION CENTER,105729,4294 3RD AVENUE,MARIANNA,Jackson,8,8,5,1,55,13,5,0,30.785398999999998,-85.237839
UNITY HEALTH AND REHABILITATION CENTER,105510,1404 NW 22ND STREET,MIAMI,Miami-Dade,26,0,10,4,247,70,2,0,25.797648,-80.219398
REGENTS PARK NURSING & REHABILITATION CENTER,105476,6363 VERDE TRAIL,BOCA RATON,Palm Beach,52,30,30,13,137,53,27,0,26.359212,-80.144259
SPECIALTY HEALTH AND REHABILITATION CENTER,105751,6984 PINE FOREST ROAD,PENSACOLA,Escambia,31,47,55,3,107,44,9,0,30.489635,-87.306117
AVANTE AT ST CLOUD INC,105670,1301 KANSAS AVE,SAINT CLOUD,Osceola,59,40,17,8,97,44,0,0,28.245202,-81.303388
WEST MELBOURNE HEALTH & REHABILITATION CENTER,105376,2125 WEST NEW HAVEN AVE,WEST MELBOURNE,Brevard,52,15,39,3,120,60,3,0,28.078799,-80.656793
BARTOW CENTER,105286,2055 E GEORGIA ST,BARTOW,Polk,81,75,22,12,92,46,22,0,27.882436000000002,-81.824039
THE GARDENS AT DEPUGH,105785,550 W MORSE BLVD,WINTER PARK,Orange,0,0,119,0,37,3,1,0,28.597651,-81.356205
SEA BREEZE REHAB AND NURSING CENTER,105399,3663 15TH AVE,VERO BEACH,Indian River,48,0,4,4,88,45,0,2,27.659707,-80.399898
SPRINGS AT BOCA CIEGA BAY,105537,"1255 PASADENA AVE S, SUITE C",SOUTH PASADENA,Pinellas,1,0,10,0,91,18,11,0,27.757139,-82.736907
HERITAGE HEALTHCARE & REHABILITATION CENTER,105178,777 9TH ST N,NAPLES,Collier,1,0,6,0,74,3,0,0,26.157129,-81.797136
AVENTURA REHAB AND NURSING CENTER,105331,1800 N E 168TH STREET,NORTH MIAMI BEACH,Miami-Dade,22,9,12,9,72,18,1,2,25.930493,-80.16370200000001
SHELL POINT NURSING PAVILION,105966,15071 SHELL POINT BLVD,FORT MYERS,Lee,8,0,58,5,131,33,4,0,26.517044,-81.996456
LIFE CARE CENTER OF PENSACOLA,106073,3291 EAST OLIVE RD,PENSACOLA,Escambia,4,17,18,0,92,15,38,0,30.509929000000003,-87.19838700000001
LEE MEMORIAL HOSPITAL SKILLED NURSING UNIT,106113,2776 CLEVELAND AVENUE,FORT MYERS,Lee,0,0,0,0,14,7,9,0,26.626924,-81.872295
PARK RIDGE NURSING CENTER,105813,730 COLLEGE STREET,JACKSONVILLE,Duval,89,12,21,16,62,62,25,1,30.318131999999995,-81.681461
MARTIN NURSING AND REHABILITATION,105972,6011 SE TOWER DR,STUART,Martin,32,13,23,8,92,30,6,0,27.133171,-80.22546
"PALMS REHABILITATION AND HEALTHCARE CENTER, THE",105985,5405 BABCOCK ST NE,PALM BAY,Brevard,23,11,13,6,99,27,19,0,28.014539,-80.622121
DOUGLAS JACOBSON STATE VETERANS NURSING HOME,106059,21281 GRAYTON TERRACE,PORT CHARLOTTE,Charlotte,58,27,14,1,63,54,11,1,27.027772,-82.09895
"MIRACLE HILL NURSING & REHABILITATION CENTER, INC",105810,1329 ABRAHAM STREET,TALLAHASSEE,Leon,61,4,29,11,70,49,2,3,30.457422000000005,-84.300339
SOLARIS HEALTHCARE COCONUT CREEK,105979,4125 WEST SAMPLE RD,COCONUT CREEK,Broward,16,43,62,8,98,26,27,0,26.273997,-80.180371
LIFE CARE CENTER OF ESTERO,106057,3850 WILLIAMS ROAD,ESTERO,Lee,36,0,13,9,110,43,0,0,26.420276,-81.813686
LIFE CARE CENTER OF ORANGE PARK,105928,2145 KINGSLEY AVE,ORANGE PARK,Clay,20,0,25,2,149,33,1,0,30.164747,-81.74086
PRUITTHEALTH - PANAMA CITY,106121,3212 JENKS AVENUE,PANAMA CITY,Bay,1,1,1,0,71,9,0,0,30.206344,-85.662333
INN AT SARASOTA BAY CLUB,106035,1303 NORTH TAMIAMI TRAIL,SARASOTA,Sarasota,3,2,3,0,33,9,0,0,27.349721000000002,-82.547001
RIVIERA HEALTH RESORT,106094,6901 YUMURI STREET,CORAL GABLES,Miami-Dade,39,24,99,13,216,103,29,0,25.705392,-80.282162
OAKBRIDGE HEALTHCARE CENTER,106138,3110 OAKBRIDGE BLVD E,LAKELAND,Polk,0,0,14,14,0,6,5,2,28.007537,-81.974151
BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTE,106116,9035 BRYAN DAIRY RD,LARGO,Pinellas,47,2,63,14,123,31,9,0,27.872607,-82.764799
HARBORCHASE OF VENICE,105955,950 PINEBROOK ROAD,VENICE,Sarasota,8,3,33,3,24,11,4,1,27.101616,-82.417294
CITRUS HEALTH AND REHABILITATION CENTER,105858,701 MEDICAL COURT EAST,INVERNESS,Citrus,32,22,23,17,87,37,36,0,28.831285999999995,-82.338728
JACKSON PLAZA NURSING AND REHABILITATION CENTER,106034,1861 NW 8TH AVENUE,MIAMI,Miami-Dade,43,46,28,5,96,41,3,0,25.793475,-80.20897100000002
PLAZA WEST,105866,912 AMERICAN EAGLE BLVD,SUN CITY CENTER,Hillsborough,16,2,18,5,70,30,0,0,27.721438,-82.366709
"CROSSINGS, THE",105835,4445 PINE FOREST DR,LAKE WORTH,Palm Beach,30,0,29,7,47,20,1,0,26.612419,-80.11478
"FLORIDEAN NURSING AND REHABILITATION CENTER, THE",106007,47 NW 32ND PLACE,MIAMI,Miami-Dade,4,1,9,4,82,7,6,0,25.7728,-80.248973
BRYNWOOD HEALTH AND REHABILITATION CENTER,106045,1656 SOUTH JEFFERSON STREET,MONTICELLO,Jefferson,36,0,0,0,71,29,0,0,30.523733,-83.873001
ADVENTHEALTH CARE CENTER ORLANDO NORTH,106024,730 COURTLAND STREET,ORLANDO,Orange,0,4,5,0,106,19,33,0,28.6039,-81.390694
