Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
HAVEN OF SAGUARO VALLEY,035085,6651 EAST CARONDELET DRIVE,TUCSON,Pima,19,2,8,1,60,3,0,0,32.2257,-110.851307
CHRISTIAN CARE NURSING CENTER,035173,11812 NORTH 19TH AVE,PHOENIX,Maricopa,23,31,14,7,33,20,22,0,33.593708,-112.099637
PLAZA HEALTHCARE,035084,1475 NORTH GRANITE REEF ROAD,SCOTTSDALE,Maricopa,44,34,22,2,137,37,79,0,33.463836,-111.900522
GRANITE CREEK HEALTH & REHABILITATION CENTER,035131,1045 SCOTT DRIVE,PRESCOTT,Yavapai,51,36,18,15,57,25,18,0,34.561017,-112.474584
CHINLE NURSING HOME,035242,PO BOX 910,CHINLE,Apache,2,21,3,1,62,9,28,0,0,0
MESA CHRISTIAN HEALTH AND REHABILITATION CENTER,035196,255 WEST BROWN ROAD,MESA,Maricopa,22,11,18,3,114,19,0,0,33.435217,-111.837501
"SAPPHIRE ESTATES REHAB CENTRE, LLC",035292,2040 NORTH WILMOT ROAD,TUCSON,Pima,6,0,7,7,71,19,22,0,32.247177,-110.857933
PAYSON CARE CENTER,035117,107 EAST LONE PINE DRIVE,PAYSON,Gila,3,2,7,1,74,10,3,1,34.231411,-111.323154
SUN WEST CHOICE HEALTHCARE & REHAB,035110,14002 WEST MEEKER BLVD,SUN CITY WEST,Maricopa,29,11,41,13,121,6,6,0,33.658882,-112.363115
SPLENDIDO AT RANCHO VISTOSO,035273,13500 NORTH RANCHO VISTOSO BLVD,TUCSON,Pima,0,3,11,0,36,7,40,0,32.450665,-110.974943
SPRINGDALE VILLAGE HEALTHCARE,035207,7255 EAST BROADWAY ROAD,MESA,Maricopa,23,26,19,5,50,19,16,0,33.407917,-111.67400600000002
HAVEN OF GLOBE,035233,1100 MONROE STREET,GLOBE,Gila,53,0,23,6,62,24,12,0,33.394225,-110.775609
PUEBLO NORTE SENIOR LIVING COMMUNITY,035090,7100 EAST MESCAL STREET,SCOTTSDALE,Maricopa,0,0,15,0,66,13,1,0,33.586667,-111.928414
DESERT TERRACE HEALTHCARE CENTER,035014,2509 NORTH 24TH STREET,PHOENIX,Maricopa,56,55,16,10,80,25,20,0,33.47547,-112.03021800000002
SUNVIEW RESPIRATORY AND REHABILITATION,035245,12207 NORTH 113TH AVENUE,YOUNGTOWN,Maricopa,23,5,12,1,105,25,7,0,33.595801,-112.30259
HAVEN OF SEDONA,035094,505 JACKS CANYON ROAD,SEDONA,Coconino,0,0,13,0,58,4,4,0,34.779797,-111.752775
VILLA MARIA CARE CENTER,035147,4310 EAST GRANT ROAD,TUCSON,Pima,4,5,99,0,46,14,65,0,32.25061,-110.9005
SANTE OF NORTH SCOTTSDALE,035286,17490 NORTH 93RD STREET,SCOTTSDALE,Maricopa,25,2,3,1,57,24,6,0,33.644313,-111.882243
CITADEL POST ACUTE,035103,5121 EAST BROADWAY ROAD,MESA,Maricopa,69,28,30,9,81,51,5,0,33.408373,-111.720684
NORTH CHANDLER PLACE -  A CONTINUUM OF CARE COMMUN,035251,2555 NORTH PRICE ROAD,CHANDLER,Maricopa,15,28,16,5,38,11,16,0,33.34456,-111.89305
THE TERRACES OF PHOENIX,035003,7550 NORTH 16TH STREET,PHOENIX,Maricopa,19,37,9,3,31,15,11,0,33.546512,-112.047586
CATALINA POST ACUTE AND REHABILITATION,035190,2611 NORTH WARREN AVENUE,TUCSON,Pima,34,2,8,0,79,22,0,0,32.254717,-110.946879
SUN HEALTH GRANDVIEW CARE CENTER,035265,14505 WEST GRANITE VALLEY DRIVE,SUN CITY WEST,Maricopa,0,8,10,0,33,9,1,0,33.662289,-112.373819
"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",035272,7501 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,Maricopa,0,3,13,0,29,3,1,0,33.669089,-111.917916
BEATITUDES CAMPUS,035176,1712 WEST GLENDALE AVENUE,PHOENIX,Maricopa,21,3,17,8,41,24,9,0,33.538584,-112.095684
THE GARDENS REHAB & CARE CENTER,035249,3131 WESTERN AVENUE,KINGMAN,Mohave,46,0,16,5,66,22,24,0,35.214486,-114.040067
PRESCOTT NURSING AND REHABILITATION CENTER,035127,864 DOUGHERTY STREET,PRESCOTT,Yavapai,4,1,14,1,41,6,1,0,34.555055,-112.48854
ESTRELLA CENTER,035166,350 EAST LA CANADA,AVONDALE,Maricopa,56,8,33,4,124,50,9,0,33.446209,-112.346907
SANTA RITA NURSING & REHABILITATION CENTER,035073,150 NORTH LA CANADA DRIVE,GREEN VALLEY,Pima,9,6,11,3,63,23,6,0,31.872429999999998,-110.994981
HANDMAKER HOME FOR THE AGING,035016,2221 NORTH ROSEMONT BOULEVARD,TUCSON,Pima,,,,,,,,,32.248704,-110.884074
ADVANCED HEALTH CARE OF GLENDALE,035275,16825 NORTH 63RD AVENUE,GLENDALE,Maricopa,20,51,5,2,28,23,20,0,33.63692,-112.194919
SANTE OF MESA,035280,5358 EAST BASELINE ROAD,MESA,Maricopa,16,1,6,1,62,26,0,0,33.379339,-111.715533
HAVEN OF LAKESIDE,035277,3401 NORTH LOCKWOOD DRIVE,LAKESIDE,Navajo,46,0,8,2,45,22,9,0,34.17024,-110.004772
APACHE JUNCTION HLTH CENTER,035112,2012 WEST SOUTHERN AVE,APACHE JUNCTION,Pinal,40,16,21,5,80,23,31,0,33.393328,-111.566011
LIFE CARE CENTER OF YUMA,035133,2450 SOUTH 19TH AVENUE,YUMA,Yuma,45,20,17,11,57,37,26,0,32.68309,-114.64296599999999
LIFE CARE CENTER OF NORTH GLENDALE,035126,13620 NORTH 55TH AVENUE,GLENDALE,Maricopa,53,71,26,5,126,48,54,0,33.607899,-112.177174
"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",035281,22605 NORTH 74TH STREET,SCOTTSDALE,Maricopa,3,4,1,0,19,8,3,0,33.691462,-111.920879
MI CASA NURSING CENTER,035120,330 SOUTH PINNULE CIRCLE,MESA,Maricopa,26,11,7,3,94,23,7,0,33.410648,-111.69623500000002
"SAPPHIRE OF TUCSON NURSING AND REHAB, LLC",035099,2900 EAST MILBER STREET,TUCSON,Pima,125,0,62,35,151,50,4,0,32.172685,-110.929654
THE LEGACY REHAB & CARE CENTER,035097,2812 SILVER CREEK ROAD,BULLHEAD CITY,Mohave,57,15,28,12,61,42,52,1,35.109353,-114.55151800000002
LIFE CARE CENTER OF TUCSON,035140,6211 NORTH LA CHOLLA BOULEVARD,TUCSON,Pima,24,10,18,6,83,25,16,0,32.319814,-111.012261
SCOTTSDALE VILLAGE SQUARE,035217,2620 NORTH 68TH STREET,SCOTTSDALE,Maricopa,23,47,21,10,98,42,69,0,33.477565,-111.934768
OASIS PAVILION NURSING & REHABILITATION CENTER,035276,161 WEST RODEO ROAD,CASA GRANDE,Pinal,24,4,7,6,91,23,12,1,32.92343,-111.753174
SUNCREST HEALTHCARE CENTER,035205,2211 EAST SOUTHERN AVENUE,PHOENIX,Maricopa,23,0,1,0,57,40,8,0,33.393072000000004,-112.033525
HAVEN OF LAKE HAVASU,035240,2781 OSBORNE DRIVE,LAKE HAVASU CITY,Mohave,40,13,31,10,55,20,19,0,34.452626,-114.294847
ALTA MESA HEALTH AND REHABILITATION,035171,5848 EAST UNIVERSITY DRIVE,MESA,Maricopa,21,3,12,0,47,31,8,0,33.42282,-111.704567
OSBORN HEALTH AND REHABILITATION,035076,3333 NORTH CIVIC CENTER PLAZA,SCOTTSDALE,Maricopa,48,36,7,2,90,20,20,0,33.48673600000001,-111.921884
SANTE OF SURPRISE,035282,14775 WEST YORKSHIRE DRIVE,SURPRISE,Maricopa,36,12,6,2,59,36,5,0,33.660288,-112.379314
THE CENTER AT TUCSON,035295,5020 EAST GLENN STREET,TUCSON,Pima,0,2,159,1,88,2,5,0,32.25789,-110.885655
PHOENIX MOUNTAIN POST ACUTE,035072,13232 NORTH TATUM BLVD,PHOENIX,Maricopa,69,5,21,11,108,26,17,0,33.606782,-111.977981
MONTECITO POST ACUTE CARE AND REHABILITATION,035135,51 SOUTH 48TH STREET,MESA,Maricopa,138,8,47,10,188,60,2,0,33.413916,-111.727745
RIO VISTA POST ACUTE AND REHABILITATION,035183,10323 WEST OLIVE AVENUE,PEORIA,Maricopa,15,34,17,7,86,8,15,0,33.56569,-112.28271200000002
FOUNTAIN VIEW VILLAGE,035260,16455 EAST AVENUE OF THE FOUNTAINS,FOUNTAIN HILLS,Maricopa,1,1,6,0,26,0,12,0,33.608449,-111.725983
RIDGECREST HEALTHCARE,035125,16640 NORTH 38TH STREET,PHOENIX,Maricopa,39,53,23,10,107,22,35,0,33.638428,-112.000471
THE SPRINGS AT THE HACIENDA BLDG 6,035294,2720 EAST RIVER ROAD,TUCSON,Pima,4,4,0,0,0,6,11,0,32.284873,-110.931672
HAVEN OF PHOENIX,035107,4202 NORTH 20TH AVENUE,PHOENIX,Maricopa,50,2,21,9,84,33,2,0,33.497038,-112.102152
HAVEN OF CAMP VERDE,035118,86 WEST SALT MINE ROAD,CAMP VERDE,Yavapai,0,1,23,0,35,0,3,0,34.554841,-111.855703
LIFE CARE CENTER OF SIERRA VISTA,035136,2305 EAST WILCOX DRIVE,SIERRA VISTA,Cochise,6,5,11,0,85,9,7,0,31.552077000000004,-110.275027
ADVANCE HEALTH CARE OF SCOTTSDALE,035268,9846 NORTH 95TH STREET,SCOTTSDALE,Maricopa,14,22,2,1,34,25,11,0,33.576007,-111.876096
SURPRISE HEALTH AND REHABILITATION CENTER,035297,14660 W PARKWOOD DRIVE,SURPRISE,Maricopa,3,0,10,0,67,7,3,0,33.649189,-112.375386
"HAVEN OF SIERRA VISTA, LLC",035086,660 SOUTH CORONADO DRIVE,SIERRA VISTA,Cochise,32,9,31,5,66,29,5,0,31.547884999999997,-110.278574
THE FORUM AT DESERT HARBOR,035201,13840 NORTH DESERT HARBOR DRIVE,PEORIA,Maricopa,2,0,2,0,11,6,1,0,33.614582,-112.24909400000001
SIERRA WINDS,035231,17300 NORTH 88TH AVE,PEORIA,Maricopa,1,0,14,0,44,13,8,0,33.641308,-112.2485
MONTCLAIR MANOR CARE CENTER,055718,5119 BANDERA STREET,MONTCLAIR,San Bernardino,,,,,,,,,34.065018,-117.693551
SHERWOOD HEALTHCARE CENTER,055305,4700 ELVAS AVE,SACRAMENTO,Sacramento,17,0,8,1,58,2,0,0,38.579204,-121.43898300000001
RIVERSIDE CONVALESCENT HOSPITAL,055656,375 COHASSET RD,CHICO,Butte,47,35,48,8,74,27,24,0,39.751445,-121.849206
LINDA MAR CARE CENTER,055116,751 SAN PEDRO TERRACE ROAD,PACIFICA,San Mateo,0,0,13,0,33,4,1,0,37.589008,-122.50123499999998
SOUTH COAST POST ACUTE,055653,1030 W WARNER AVE,SANTA ANA,Orange,14,7,10,2,229,25,4,0,33.716177,-117.882672
CORONA HEALTH CARE CENTER,055255,1400 CIRCLE CITY DRIVE,CORONA,Riverside,26,42,17,2,74,19,23,0,33.87169,-117.54894800000001
BRENTWOOD POST ACUTE,055489,1795 WALNUT STREET,RED BLUFF,Tehama,0,0,28,0,44,0,1,0,40.169503,-122.253262
HEALTHCARE CENTER OF BELLA VISTA,055693,933 EAST DEODAR STREET,ONTARIO,San Bernardino,3,3,0,0,50,4,0,0,34.086253,-117.635315
MONTEREY PARK CONV HOSP,055162,416 N GARFIELD AVE,MONTEREY PARK,Los Angeles,29,20,26,7,75,32,15,0,34.066746,-118.12288099999999
THE VINEYARDS HEALTHCARE CENTER,055212,76 FENTON STREET,LIVERMORE,Alameda,4,0,0,0,61,5,7,0,37.676932,-121.78343200000002
WILLOW PASS HEALTHCARE CENTER,055241,3318 WILLOW PASS ROAD,CONCORD,Contra Costa,0,0,0,0,68,3,1,0,37.98259,-122.017067
ROCKY POINT CARE CENTER,055499,625 16TH STREET,LAKEPORT,Lake,30,76,15,4,42,15,50,0,39.052747,-122.91949299999999
OAK RIDGE HEALTHCARE CENTER,055491,310 OAK RIDGE DRIVE,ROSEVILLE,Placer,27,0,14,6,51,15,4,0,38.74213600000001,-121.26997500000002
DYCORA TRANSITIONAL HEALTH FOWLER,055454,1306 EAST SUMNER AVENUE,FOWLER,Fresno,1,0,0,0,37,5,0,0,36.627241,-119.67308399999999
LONG BEACH HEALTHCARE CENTER,055364,3401 CEDAR AVENUE,LONG BEACH,Los Angeles,10,0,3,0,110,18,0,0,33.819863,-118.195229
STOCKTON NURSING CENTER,055201,4545 SHELLEY COURT,STOCKTON,San Joaquin,47,32,27,19,106,33,13,0,37.993085,-121.303487
BELLFLOWER POST ACUTE,055408,9710 E. ARTESIA AVE,BELLFLOWER,Los Angeles,8,81,2,0,44,10,17,0,0,0
CREEKSIDE HEALTHCARE CENTER,055099,1900 CHURCH LANE,SAN PABLO,Contra Costa,1,4,6,0,67,2,2,0,37.957361,-122.341512
VILLA SERENA HEALTHCARE CENTER,055329,723 E 9TH STREET,LONG BEACH,Los Angeles,11,68,4,0,46,19,13,0,33.777757,-118.183304
MISSION SKILLED NURSING & SUBACUTE CENTER,055645,410 NORTH WINCHESTER BOULEVARD,SANTA CLARA,Santa Clara,10,20,14,1,119,25,9,0,37.334298,-121.950205
ROSECRANS CARE CENTER,055072,1140 WEST ROSECRANS AVENUE,GARDENA,Los Angeles,9,3,8,1,68,18,1,0,33.901896,-118.295059
REDLANDS HEALTHCARE CENTER,055001,1620 WEST FERN AVENUE,REDLANDS,San Bernardino,44,115,33,14,76,26,21,1,34.037011,-117.20315900000001
KYAKAMEENA CARE CENTER,055715,2131 CARLETON STREET,BERKELEY,Alameda,0,1,12,0,55,2,1,0,37.861512,-122.26507300000002
FALLBROOK SKILLED NURSING,055298,325 POTTER STREET,FALLBROOK,San Diego,1,0,0,0,59,5,6,0,33.379443,-117.242803
"HACIENDA POST ACUTE, INC",055410,361 E. GRANGEVILLE BLVD,HANFORD,Kings,101,12,34,19,73,67,1,0,36.342692,-119.64200800000002
PRIMROSE POST-ACUTE,055608,515 CENTINELA AVE.,INGLEWOOD,Los Angeles,9,0,15,3,56,5,36,0,33.973144,-118.349804
OAKWOOD GARDENS CARE CENTER,055204,3510 EAST SHIELDS,FRESNO,Fresno,2,142,11,0,79,11,8,0,36.779524,-119.765945
LODI CREEK POST ACUTE,055289,321 WEST TURNER ROAD,LODI,San Joaquin,31,31,34,9,61,26,7,0,38.145686,-121.277519
SPRINGS ROAD HEALTHCARE,055222,1527 SPRINGS ROAD,VALLEJO,Solano,0,0,0,0,49,1,2,0,38.106072,-122.224979
WATERMAN CANYON POST ACUTE,055565,1850 N. WATERMAN AVE.,SAN BERNARDINO,San Bernardino,54,6,23,1,150,53,16,0,34.131976,-117.278756
TWILIGHT HAVEN,055658,1717 S. WINERY AVENUE,FRESNO,Fresno,34,74,10,7,34,31,30,0,36.726078,-119.731978
VIRGIL REHABILITATION & SKILLED NURSING CENTER,055157,975 NORTH VIRGIL AVENUE,LOS ANGELES,Los Angeles,6,8,4,1,74,7,0,0,34.089438,-118.28689600000001
BANCROFT HEALTHCARE CENTER,055107,1475 BANCROFT AVENUE,SAN LEANDRO,Alameda,0,0,5,0,34,1,0,0,37.725677,-122.147219
ARROYO VISTA NURSING CENTER,055505,3022 45TH STREET,SAN DIEGO,San Diego,0,2,0,0,43,0,0,0,32.737223,-117.097778
COUNTRY VILLA PAVILION NURSING CENTER,055160,5916 W. PICO BOULEVARD,LOS ANGELES,Los Angeles,5,0,22,22,34,27,30,1,34.051809,-118.36828000000001
SKYLINE HEALTHCARE CENTER - SAN JOSE,055318,2065 FOREST AVENUE,SAN JOSE,Santa Clara,8,33,15,0,243,7,12,0,37.327084,-121.935244
GARDEN CITY HEALTHCARE CENTER,055185,1310 WEST GRANGER,MODESTO,Stanislaus,53,102,11,0,86,18,0,0,37.667569,-121.01280000000001
FREDERICKA MANOR CARE CENTER,055354,111 THIRD AVENUE,CHULA VISTA,San Diego,3,1,24,0,152,16,0,0,32.6479,-117.082479
CALIFORNIA POST ACUTE,055461,909 S LAKE STREET,LOS ANGELES,Los Angeles,9,10,7,0,51,17,3,0,34.053666,-118.28002399999998
CRENSHAW NURSING HOME,055525,1900 S LONGWOOD AVE,LOS ANGELES,Los Angeles,4,39,2,0,48,6,1,0,34.039687,-118.34552
IDYLWOOD CARE CENTER,055211,1002 W. FREMONT AVENUE,SUNNYVALE,Santa Clara,2,71,8,0,136,12,43,0,37.352043,-122.05575100000001
"EUREKA REHABILITATION & WELLNESS CENTER, LP",055003,2353 TWENTY THIRD ST,EUREKA,Humboldt,0,0,0,0,81,0,0,0,40.805486,-124.14636
CLAREMONT CARE CENTER,055394,219 E. FOOTHILL BLVD,POMONA,Los Angeles,4,31,10,0,77,9,10,0,34.10723,-117.745871
BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,055662,930 WEST MAIN STREET,RIPON,San Joaquin,2,0,22,0,72,13,0,0,37.739463,-121.13415600000002
LEGACY POST-ACUTE REHABILITATION,055708,1335 N. WATERMAN AVENUE,SAN BERNARDINO,San Bernardino,41,27,41,10,94,38,52,0,34.124294,-117.278788
CENTRAL VALLEY POST ACUTE,055084,2649 TOPEKA STREET,RIVERBANK,Stanislaus,46,7,11,2,95,35,19,0,37.736998,-120.94835900000001
NEW VISTA POST- ACUTE CARE CENTER,055473,1516 SAWTELLE BLVD.,LOS ANGELES,Los Angeles,48,12,8,5,97,28,0,0,34.047718,-118.449477
ROYAL CARE SKILLED NURSING CTR,055041,2725 PACIFIC AVENUE,LONG BEACH,Los Angeles,11,64,18,4,75,16,28,0,33.806626,-118.19372999999999
THE REUTLINGER COMMUNITY,055534,4000 CAMINO TASSAJARA,DANVILLE,Contra Costa,0,3,14,0,40,2,20,0,37.799158,-121.90621400000002
WATSONVILLE NURSING CENTER,055240,535 AUTO CENTER DRIVE,WATSONVILLE,Santa Cruz,2,56,0,0,68,5,9,0,36.919256,-121.767378
SHIELDS RICHMOND NURSING CENTER,055292,1919 CUTTING BLVD,RICHMOND,Contra Costa,0,188,6,0,64,3,2,0,37.92519,-122.35083900000001
COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,055258,3003 N MARIPOSA,FRESNO,Fresno,4,4,3,0,87,15,25,0,36.777734,-119.77932000000001
PALOMAR VISTA HEALTHCARE CENTER,055067,201 N FIG STREET,ESCONDIDO,San Diego,13,0,11,1,65,6,0,0,33.126192,-117.073444
COUNTRY OAKS CARE CENTER,055247,215 W PEARL ST,POMONA,Los Angeles,10,44,12,0,72,16,6,0,34.064574,-117.752777
"THOUSAND OAKS POST ACUTE, LLC",055342,93 WEST AVENIDA DE LOS ARBOLES,THOUSAND OAKS,Ventura,8,9,10,1,83,18,7,0,34.21852400000001,-118.87727000000001
MORAGA POST ACUTE,055085,348 RHEEM BOULEVARD,MORAGA,Contra Costa,4,2,8,2,38,8,0,0,37.861435,-122.12858500000002
MAYWOOD ACRES HEALTHCARE,055597,2641 SOUTH C ST,OXNARD,Ventura,0,108,2,0,66,2,14,0,34.175581,-119.18121600000002
HEALTHCARE CENTER OF ORANGE COUNTY,055674,9021 KNOTT AVE,BUENA PARK,Orange,15,41,0,0,79,22,4,0,33.830476,-118.01093899999998
WEST VALLEY POST ACUTE,055443,7057 SHOUP AVE,WEST HILLS,Los Angeles,67,49,48,30,54,39,2,0,34.198862,-118.614672
REDWOOD SPRINGS HEALTHCARE CENTER,055604,1925 E. HOUSTON AVE,VISALIA,Tulare,11,1,35,1,108,15,10,0,36.341888,-119.271091
DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ,055109,675 24TH AVENUE,SANTA CRUZ,Santa Cruz,4,56,0,0,83,10,10,0,36.964747,-121.97954300000002
KINGSBURG CENTER,055573,1101 STROUD AVE,KINGSBURG,Fresno,57,68,29,15,71,65,62,0,36.525153,-119.55555600000001
FLAGSHIP HEALTHCARE CENTER,055121,466 FLAGSHIP ROAD,NEWPORT BEACH,Orange,76,0,42,14,96,39,0,0,33.628337,-117.928651
THE PAVILION AT OCEAN POINT,055322,3202 DUKE STREET,SAN DIEGO,San Diego,0,0,0,0,98,8,1,0,32.752846,-117.218737
THE ORCHARD - POST ACUTE CARE,055706,12385 E. WASHINGTON BLVD,WHITTIER,Los Angeles,35,7,13,5,129,33,5,0,0,0
MIRADA HILLS REHABILITATION AND CONV HOSPITAL,055737,12200 LA MIRADA BLVD.,LA MIRADA,Los Angeles,11,8,5,0,92,16,4,0,33.920141,-118.01184500000001
FOLSOM CARE CENTER,055173,510 MILL STREET,FOLSOM,Sacramento,2,18,16,0,67,3,2,0,38.679484,-121.16788800000002
VALLEY PALMS CARE CENTER,055287,13400 SHERMAN WAY,N HOLLYWOOD,Los Angeles,37,64,40,9,95,21,8,0,34.201199,-118.42530000000001
OCEAN POINTE HEALTHCARE CENTER,055155,1330 17TH STREET,SANTA MONICA,Los Angeles,54,2,10,2,55,24,2,0,34.027121,-118.48370600000001
SEQUOIA TRANSITIONAL CARE,055551,350 NORTH VILLA STREET,PORTERVILLE,Tulare,26,1,17,2,78,23,11,0,36.072328,-119.030618
EDGEWATER SKILLED NURSING CENTER,055387,2625 EAST FOURTH STREET,LONG BEACH,Los Angeles,1,12,11,0,67,5,24,0,33.771707,-118.160429
SAN GABRIEL CONV CENTER,055181,8035 E HILL DRIVE,ROSEMEAD,Los Angeles,2,2,11,0,121,13,2,0,34.045539,-118.092867
"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",055331,1601 5TH AVENUE,SAN RAFAEL,Marin,9,0,4,1,47,7,0,0,37.97489,-122.53537200000001
WINDSOR ELMHAVEN CARE CENTER,055735,6940 PACIFIC AVENUE,STOCKTON,San Joaquin,7,142,33,0,104,23,15,0,38.013174,-121.32119999999999
HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,055462,911 SUNSET DRIVE,HOLLISTER,San Benito,3,15,9,2,75,8,10,0,36.835122,-121.38662
RAMONA NURSING & REHABILITATION CENTER,055141,11900 RAMONA BOULEVARD,EL MONTE,Los Angeles,63,43,41,17,104,43,13,0,34.074956,-118.01560699999999
YUBA CITY POST ACUTE,055092,1220 PLUMAS ST,YUBA CITY,Sutter,2,36,9,0,41,2,3,0,39.146621,-121.61763100000002
FAIRFIELD POST-ACUTE REHAB,055014,1255 TRAVIS BLVD,FAIRFIELD,Solano,0,5,25,0,70,2,24,0,38.258142,-122.048664
BRANDEL MANOR,055635,1801 N. OLIVE AVENUE,TURLOCK,Stanislaus,39,56,14,11,102,39,56,0,37.510543,-120.83987
MONTEBELLO CARE CENTER,055153,1035 W BEVERLY BLVD,MONTEBELLO,Los Angeles,1,0,15,7,84,1,0,0,34.017925,-118.109747
COUNTRY VILLA CLAREMONT HEALTH CENTER,055344,590 S. INDIAN HILL BLVD.,CLAREMONT,Los Angeles,7,7,5,0,87,13,0,0,34.085464,-117.71919800000002
ST. JOHN OF GOD RETIREMENT,055253,2468 SOUTH ST ANDREWS PLACE,LOS ANGELES,Los Angeles,1,0,11,0,123,29,0,0,34.033824,-118.31129300000002
SPRING VALLEY POST ACUTE LLC,055076,14973 HESPERIA ROAD,VICTORVILLE,San Bernardino,13,0,5,3,86,17,1,1,34.523188,-117.29645100000002
DINUBA HEALTHCARE,055448,1730 SOUTH COLLEGE AVE.,DINUBA,Tulare,67,37,20,15,68,29,6,0,36.5307,-119.385895
MONTROSE HEALTHCARE CENTER,055135,2123 VERDUGO BLVD.,MONTROSE,Los Angeles,2,12,30,30,49,24,6,0,34.204973,-118.22426400000002
CREEKSIDE CARE CENTER,055557,35253 AVENUE H,YUCAIPA,San Bernardino,9,6,1,0,42,2,3,0,34.010304,-117.035457
VICTORIA HEALTHCARE AND REHABILITATION CENTER,055237,340 VICTORIA STREET,COSTA MESA,Orange,29,60,2,2,73,37,35,0,33.652582,-117.91381200000001
EDGEMOOR HOSPITAL,055008,655 PARK CENTER DRIVE,SANTEE,San Diego,3,0,9,0,188,26,0,0,32.853454,-116.975455
MAIN WEST POSTACUTE CARE,055475,812 WEST MAIN STREET,TURLOCK,Stanislaus,61,1,28,6,71,4,0,0,37.492695,-120.85857600000001
WINDSOR EL CAMINO CARE CENTER,055402,2540 CARMICHAEL WAY,CARMICHAEL,Sacramento,41,258,15,3,157,22,0,0,38.611069,-121.32762700000002
HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,055376,400 W. HUNTINTON DR.,ARCADIA,Los Angeles,4,3,17,0,78,11,3,0,34.13151,-118.04633900000002
THE TERRACES AT LOS ALTOS HEALTH FACILITY,055210,373 PINE LANE,LOS ALTOS,Santa Clara,1,4,1,0,26,3,0,0,37.392213,-122.123185
KATHERINE HEALTHCARE,055311,315 ALAMEDA AVENUE,SALINAS,Monterey,0,0,4,0,29,4,0,0,36.662104,-121.64831
POMONA VISTA CARE CENTER,055282,651 N MAIN ST,POMONA,Los Angeles,1,12,22,0,55,10,1,0,34.063977,-117.752197
THE PINES AT PLACERVILLE HEALTHCARE CENTER,055497,1040 MARSHALL WAY,PLACERVILLE,El Dorado,1,1,3,0,76,3,6,0,38.72619,-120.79278499999998
"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",055252,920 WEST LA VETA STREET,ORANGE,Orange,85,12,13,5,98,51,5,2,33.780341,-117.86237999999999
MAGNOLIA REHABILITATION  & NURSING  CENTER,055474,8133 MAGNOLIA AVENUE,RIVERSIDE,Riverside,19,0,12,3,63,1,5,0,33.934686,-117.42148400000002
SUNSET MANOR CONV HOSP,055104,2720 NEVADA AVENUE,EL MONTE,Los Angeles,30,12,8,5,65,48,14,0,34.061096,-118.036817
ALDERSON CONVALESCENT HOSPITAL,055438,124 WALNUT STREET,WOODLAND,Yolo,77,38,34,25,81,31,2,0,38.681587,-121.77812700000001
VALLE VISTA CONVALESCENT HOSPITAL,055500,1025 W. SECOND AVENUE,ESCONDIDO,San Diego,0,1,0,0,48,2,0,0,33.113213,-117.093628
ARBOR HILLS NURSING CENTER,055114,7800 PARKWAY DRIVE,LA MESA,San Diego,6,12,8,0,91,20,0,0,32.774367,-117.028129
HEALTHCARE CENTRE OF FRESNO,055626,1665 M STREET,FRESNO,Fresno,3,13,12,0,126,12,0,0,36.74268000000001,-119.794317
SONOMA POST ACUTE,055268,678 2ND STREET WEST,SONOMA,Sonoma,29,29,24,2,72,18,14,0,38.289123,-122.461741
COUNTRY VILLA TERRACE NRSG CTR,055119,6070 W. PICO BOULEVARD,LOS ANGELES,Los Angeles,6,4,3,0,42,36,9,1,34.052668,-118.372743
AVALON HEALTH CARE-MADERA,055191,1700 HOWARD ROAD,MADERA,Madera,47,18,17,11,45,40,15,0,36.952727,-120.077746
BUENA PARK NURSING CENTER,055571,8520 WESTERN AVENUE,BUENA PARK,Orange,1,34,47,0,120,16,61,0,33.838734,-118.00230599999999
REDDING POST ACUTE,055510,1836 GOLD STREET,REDDING,Shasta,0,25,12,0,60,1,17,0,40.578390000000006,-122.394652
SEACREST POST-ACUTE CARE  CENTER,055070,1416 WEST 6TH STREET,SAN PEDRO,Los Angeles,22,24,7,3,33,4,1,0,33.738827,-118.30811799999998
TULARE NURSING & REHABILITATION CENTER,055649,680 EAST MERRITT AVENUE,TULARE,Tulare,6,0,11,0,59,12,0,0,36.222049,-119.338237
ACACIA PARK NURSING & REHAB CENTER,055011,1611 SCENIC DRIVE,MODESTO,Stanislaus,43,34,12,6,41,43,14,0,37.650766,-120.969167
