Date Collected,State,County,City,Facility Name,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
20201104,OH,Hamilton,,St Paul Village,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,The Ashford of Mt Washington,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Traditions at Camargo,Assisted Living,Assisted Living,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Triple Creek,Assisted Living,Assisted Living,,,,,,,,17,,,,19,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Twin Lakes,Assisted Living,Assisted Living,,,,,,,,20,,,,24,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Twin Towers Senior Living Community,Assisted Living,Assisted Living,,,,,,,,36,,,,24,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Western Hills Nursing Home and Rehab,Assisted Living,Assisted Living,,,,,,,,6,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hancock,,Birchaven,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hancock,,Brookdale,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Henry,,Van Crest LTC,Assisted Living,Assisted Living,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hocking,,Carlin House,Assisted Living,Assisted Living,,,,,,,,23,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Holmes,,Walnut Hills,Assisted Living,Assisted Living,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Huron,,Willows at Bellevue,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Huron,,Willows at Willard,Assisted Living,Assisted Living,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Jefferson,,The Carriage House of Steubenville,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Knox,,Concepts in Community Living,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Knox,,Country Club Rehabilitation,Assisted Living,Assisted Living,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Knox,,Mount Vernon Health and Rehabilitation Center,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Knox,,Ohio Eastern Star Home,Assisted Living,Assisted Living,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Brittany Residential,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Brookdale Mentor,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Brookdale Wickliffe,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Danbury Senior Living,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Ivy House Assisted Living,Assisted Living,Assisted Living,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Maple Ridge Senior Living,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Salida Woods,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Tapestry Senior Living Wickliffe,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,The Enclave of Newell Creek,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Vista Springs Quail Highlands,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lawrence,,Close to Home,Assisted Living,Assisted Living,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lawrence,,Wyngate at Riversedge,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Licking,,Chapel Grove,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Licking,,Chestnut House,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Licking,,Kendal at Granville,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Licking,,Middleton Senior Living,Assisted Living,Assisted Living,,,,,,,,31,,,,24,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lorain,,1907 at Central School,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lorain,,Independence Village,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lorain,,O'Neill North Ridgeville,Assisted Living,Assisted Living,,,,,,,,12,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lorain,,Wesleyan Village,Assisted Living,Assisted Living,,,,,,,,19,,,,34,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Arbors at Oregon,Assisted Living,Assisted Living,,,,,,,,35,,,,25,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Elizabeth Scott,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Kingston Residence of Sylvania,Assisted Living,Assisted Living,,,,,,,,24,,,,22,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Lakes of Monclova,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Landings of Oregon,Assisted Living,Assisted Living,,,,,,,,43,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Merit House,Assisted Living,Assisted Living,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Spring Meadows a Villa Center,Assisted Living,Assisted Living,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,The Glendale Assisted Living,Assisted Living,Assisted Living,,,,,,,,27,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Madison,,Bluebird retirement home,Assisted Living,Assisted Living,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Madison,,Edgewater Place,Assisted Living,Assisted Living,,,,,,,,15,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Madison,,Sister,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Antonine Village,Assisted Living,Assisted Living,,,,,,,,17,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Austintown Healthcare,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Austinwoods,Assisted Living,Assisted Living,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Brookdale Assisted Living Austintown,Assisted Living,Assisted Living,,,,,,,,5,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Canfield Place,Assisted Living,Assisted Living,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Crandall Medical Copeland Oaks,Assisted Living,Assisted Living,,,,,,,,8,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Inn at Glenellen,Assisted Living,Assisted Living,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Inn at Ironwood,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Inn at Poland Way,Assisted Living,Assisted Living,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Marion Living Center,Assisted Living,Assisted Living,,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Park Vista Retirement Home,Assisted Living,Assisted Living,,,,,,,,26,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Shepherd of the Valley Poland,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Victoria House Assisted Living,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mahoning,,Walker Mill,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Marion,,Kingston Residence of Marion,Assisted Living,Assisted Living,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Echelon,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Elmcroft,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Liberty Residence Wadsworth,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Plum Creek Assisted Living,Assisted Living,Assisted Living,,,,,,,,25,,,,30,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Village of Saint Edward,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mercer,,Briarwood Village,Assisted Living,Assisted Living,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mercer,,Gardens of Celina,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Miami,,Brookdale Piqua,Assisted Living,Assisted Living,,,,,,,,8,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Miami,,Brookdale Troy,Assisted Living,Assisted Living,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Miami,,Caldwell House,Assisted Living,Assisted Living,,,,,,,,8,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Miami,,Garbry Ridge,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Monroe,,Stellar Care Center,Assisted Living,Assisted Living,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,10 Wilmington Place,Assisted Living,Assisted Living,,,,,,,,14,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Bethany Village,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Brighton Gardens of Washington Twp,Assisted Living,Assisted Living,,,,,,,,14,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Brookdale Assisted Living of Oakwood,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Brookdale Centennial Park,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Brookhaven Retirement Community,Assisted Living,Assisted Living,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Centerville Place Assisted Living,Assisted Living,Assisted Living,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Cottages of Clayton,Assisted Living,Assisted Living,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Danbury Senior Living Huber Heights,Assisted Living,Assisted Living,,,,,,,,24,,,,13,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Laurelwood Assisted Living,Assisted Living,Assisted Living,,,,,,,,11,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Sanctuary at Wilmington Place,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Spring Hills Singing Woods,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,St Leonard,Assisted Living,Assisted Living,,,,,,,,29,,,,21,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Sycamore Glen Assisted Living,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Muskingum,,Helen Purcell,Assisted Living,Assisted Living,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Muskingum,,Oaks at Bethesda,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Muskingum,,Oaks at Northpointe,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Muskingum,,Primrose Retirement Community,Assisted Living,Assisted Living,,,,,,,,1,,,,25,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Noble,,Altercare,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ottawa,,Otterbein Marblehead SeniorLife Community,Assisted Living,Assisted Living,,,,,,,,4,,,,11,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Paulding,,Country Inn Enhanced Living Center,Assisted Living,Assisted Living,,,,,,,,22,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Paulding,,The Gardens of Paulding,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Perry,,Mt Aloysius,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Portage,,Gardens at Liberty Park,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Portage,,Kentridge,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Preble,,Greenbriar Nursing Center,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Preble,,VanCrest Healthcare,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Putnam,,Meadows of Kalida,Assisted Living,Assisted Living,,,,,,,,9,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Putnam,,Meadows of Leipsic,Assisted Living,Assisted Living,,,,,,,,7,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Richland,,Elmcroft of Ontario,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Richland,,Ontario Pointe,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Richland,,Wedgewood Estates,Assisted Living,Assisted Living,,,,,,,,11,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ross,,Liberty Village,Assisted Living,Assisted Living,,,,,,,,22,,,,11,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ross,,National Church Residences,Assisted Living,Assisted Living,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Sandusky,,Bethany Place,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Sandusky,,Elmwood of Fremont,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Sandusky,,Valley View Health Campus,Assisted Living,Assisted Living,,,,,,,,3,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Scioto,,Heritage Pointe,Assisted Living,Assisted Living,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Scioto,,Minford Retirement Center,Assisted Living,Assisted Living,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Scioto,,River Bend House,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Shelby,,FAIR HAVEN COUNTY HOME,Assisted Living,Assisted Living,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Shelby,,THE LANDINGS,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Stark,,Amherst Meadows,Assisted Living,Assisted Living,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Stark,,Canton Christian Home,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Stark,,Danbury Senior Living Massillon,Assisted Living,Assisted Living,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Stark,,Glenwood Care and Rehabilitation,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Stark,,The Gables of Canton,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Trumbull,,Windsor Armstrong Memory Assisted Living,Assisted Living,Assisted Living,,,,,,,,23,,,,11,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Tuscarawas,,Inn at Northwood AL,Assisted Living,Assisted Living,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Tuscarawas,,Park Village Dover,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Cedar Village,Assisted Living,Assisted Living,,,,,,,,5,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Christian Village of  Mason,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Landing At Longcove,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Otterbein Lebanon,Assisted Living,Assisted Living,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Quaker Heights,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Spring Hills Senior Communities,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,Tapestry Senior Living Springboro,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,The Enclave,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Warren,,The Sheridan,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Washington,,Elmcroft of Marietta,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Wayne,,Smithville Western Care Center,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Wood,,Heritage Corner Health Care,Assisted Living,Assisted Living,,,,,,,,14,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Wood,,Otterbein Pemberville,Assisted Living,Assisted Living,,,,,,,,14,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Wood,,Otterbein Perrysburg,Assisted Living,Assisted Living,,,,,,,,6,,,,18,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,CRSI-Mary Ann Brown,Intermediate Care Facility,Other,,,,,,,,16,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Elmwood Assisted Living,Intermediate Care Facility,Other,,,,,,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Heritage Center,Intermediate Care Facility,Other,,,,,,,,15,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Otterbein Cridersville,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Otterbein St Mary's,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Airport Road Homes,Intermediate Care Facility,Other,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,John Avenue,Intermediate Care Facility,Other,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Mount Hope 2,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Wiley Avenue ICF,Intermediate Care Facility,Other,,,,,,,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Jackson Lane,Intermediate Care Facility,Other,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Takota Trails,Intermediate Care Facility,Other,,,,,,,,15,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Carroll,,Countryview Manor,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Carroll,,Saint Johns Villa,Intermediate Care Facility,Other,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Developmental Disabilities of Clark County,Intermediate Care Facility,Other,,,,,,,,5,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,El Camino,Intermediate Care Facility,Other,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Coshocton,,Gentle Brook,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Bellfaire,Intermediate Care Facility,Other,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Braveheart IV,Intermediate Care Facility,Other,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Consumer Support Services Willard Home,Intermediate Care Facility,Other,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Hattie Larlham - Aurora Group Home,Intermediate Care Facility,Other,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,HEART AND HOME,Intermediate Care Facility,Other,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Koinonia - Van Aken,Intermediate Care Facility,Other,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Koinonia - Wallings,Intermediate Care Facility,Other,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Koinonia Lee Home,Intermediate Care Facility,Other,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Koinonia Ridgeline House,Intermediate Care Facility,Other,,,,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Koinonia SMITH HOME,Intermediate Care Facility,Other,,,,,,,,11,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,LifeWorks-Indicus,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,LifeWorks-Viridis,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,LOVE-N-CARE,Intermediate Care Facility,Other,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,MONARCH,Intermediate Care Facility,Other,,,,,,,,7,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,NCC Alpha 3 House,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,NCC Royalton House ALPHA 2 HOUSE,Intermediate Care Facility,Other,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,NCC Sprague House,Intermediate Care Facility,Other,,,,,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,New Avenues for Independence on Euclid Avenue,Intermediate Care Facility,Other,,,,,,,,9,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,New Avenues to Independence,Intermediate Care Facility,Other,,,,,,,,10,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Our Lady of the Wayside-Berea,Intermediate Care Facility,Other,,,,,,,,8,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Warrensville Developmental Center,Intermediate Care Facility,Other,,,,,,,,17,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Darke,,UCM Residential Services,Intermediate Care Facility,Other,,,,,,,,29,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Columbus Center for Human Services-Park West Court,Intermediate Care Facility,Other,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Columbus Developmental Center,Intermediate Care Facility,Other,,,,,,,,18,,,,19,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Embracing Autism,Intermediate Care Facility,Other,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Heinzerling Community Homes,Intermediate Care Facility,Other,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Heinzerling Developmental Center,Intermediate Care Facility,Other,,,,,,,,14,,,,16,,,,,,,,,,,,,,,,,,,,,,
